item_id_A,item_id_B
2274164,114851
2080929,1864960
2121814,950501
2089402,100565
2220077,105643
379365,952447
2119251,954840
2269503,103213
2118722,114405
2201786,114643
2204120,1719500
2119181,2031059
2196873,93576
2117437,1089312
2068991,91838
2274074,951244
2092994,96204
599949,109571
373719,93710
2120440,94883
1932920,96578
2074757,1090307
2208984,115567
2117005,950747
2197754,955030
2194265,2137908
2119728,950747
2383825,98618
2051402,99474
2060548,100419
2194605,101439
2117485,1083384
2114770,1089310
1946288,92487
2204812,951487
2203713,101243
2053274,102418
364726,105552
2196381,1087205
2118532,110733
1940613,92681
2112049,953839
1924319,105109
2198108,1084878
2273690,1875951
2194412,2137908
2070181,94628
2068699,954528
367090,115404
2196791,1719498
2051095,93683
2120478,951152
2111970,1084115
2392780,1089318
364792,1089474
2223063,112810
2127458,952376
2112557,101408
2269404,105444
2201014,110144
1927196,1726441
379217,2029570
2082619,97938
374954,103864
2274357,1726458
2076936,2015007
364283,95694
2194144,103378
2208758,108429
2105172,111046
2049440,950747
361658,102962
2258455,105558
2117438,1089324
2052841,1726376
2053345,2012719
2258488,2025365
2124271,950493
1919663,102999
2119275,92382
2386515,101544
2202826,1083333
2197698,1091801
2120492,112651
2208484,114945
379327,952982
2103109,954858
2260537,96673
2195471,1145531
2077366,958158
2196327,104627
2204453,107656
2086161,114320
2092880,96204
2115235,1089486
362723,110735
2236820,2157060
2069761,954023
2258331,955042
2269585,99994
2074645,100851
2267093,107196
1946295,1087552
2267920,115764
1915192,1726378
2070125,93859
2077234,952689
2110340,958194
2203701,98145
2120937,104554
2208584,1090045
1925113,959549
2126963,107046
1943472,92750
2066547,955203
2092976,98186
1911003,100692
370013,102010
2200688,1089594
2103238,99166
2102923,103603
2131104,104965
2077437,1087128
2076930,2015007
2236822,2157058
2068565,93750
2052795,94336
2066680,95253
2093631,98186
2051666,103864
2117484,953261
2270624,98725
2194039,1084268
2069157,1089318
1942326,114832
2202064,951722
2094469,99167
1949828,100047
1951486,101544
2049406,114851
2196951,96627
2196949,97126
2194107,100028
2196426,100565
2114081,1088471
2085976,114769
2201975,949957
2050435,957283
2202870,97268
2194608,99507
2197740,101192
2258652,101269
2092751,101724
2110279,98097
2196081,101862
2116063,102950
1951911,104695
2065489,1084115
2065488,1084115
2051559,97929
2271315,111276
369384,115735
2201111,1890185
2195135,1890185
2257767,95784
2082717,96808
2065904,96936
2120941,97532
2257872,101269
372343,103917
2273988,104911
370791,113356
2198058,95677
2103241,99166
2074629,100372
2258636,103944
2392437,108021
1924219,92941
2236812,951442
2111987,92242
2204843,950462
2110339,953004
2119254,954840
2050944,103562
2258683,1086252
2196018,1086854
2258985,1088541
2261325,1088541
2274069,109623
2115370,113683
2119443,953797
2195986,96782
2103237,99167
2260551,103964
2116444,104621
1923532,91884
2064293,950673
2093813,105280
2071924,1083383
2258452,1089996
2227051,110639
2273289,1722538
2269434,1894215
2088406,95133
2260469,953584
2204014,96395
2050945,99323
2260277,102547
2119508,103190
2215685,108413
2196423,1090654
364013,114086
2257798,1883969
2122354,92750
369031,103943
2101406,110807
2269592,97418
370947,104523
2127638,104800
1912724,105568
2267092,107119
2132296,1090656
2272061,948861
2131762,950361
2267394,950921
2215676,1090093
2194584,97649
2119248,1087549
2231017,1091414
2054742,1091809
2089608,97113
2111185,104179
2132735,954880
2258651,103964
2097746,108977
2203269,113765
2057926,115602
1921405,104318
2208496,112403
2269816,113317
2124324,114739
2053441,2014974
2070310,92345
2077833,93859
2075107,108413
2127678,1087205
2063371,113910
2071464,96843
1923452,1086973
2194142,1090654
2258237,2137841
1932600,96421
2196955,96627
2269588,97418
2269587,97418
2199238,99193
2083682,102393
2112540,1084177
2107194,1090235
2208582,110596
2194607,101550
1940625,92658
2253000,953476
368043,99509
2126968,107226
2260057,108806
2230923,112395
2236845,948392
1924178,954840
2196945,101787
1940615,92678
2086734,111086
2053285,2012706
2119356,91838
2258219,1090223
2127035,112891
2201466,949957
2215833,950835
2086254,106821
1927235,1086974
2382537,1088685
2380587,109324
2201794,114678
2120479,115569
361539,2136667
2194626,93883
2117884,101104
2196645,1083236
2221147,1091339
2258311,92363
2068990,92533
2120981,948711
2262965,1094786
2194599,109764
2209305,114539
2063147,106821
2126947,108174
2114750,1086854
2274441,1090755
2115355,114368
2090257,1866380
2064544,951152
2103187,95758
2080648,96873
2093811,100873
2215823,115084
2071923,2031061
2115241,100080
2267467,100108
2202147,2026630
2088523,94971
371665,101408
2236530,1094235
2392477,96617
2094467,99165
2199257,102034
2229767,108107
2204692,114732
2208206,952476
2267655,956578
2074706,101524
2126952,108298
2267519,114897
2194662,2137883
2260441,2147756
2055160,91984
2055218,93235
2116040,953002
372949,98436
2103240,99165
2196960,101783
2083592,1090384
2094389,1864947
2103309,1866382
2119207,953920
2105959,1088471
2230935,109111
2273210,1953514
1946324,92617
599968,101410
2065992,1086294
372627,1091060
2380678,1091816
2082825,113269
2195018,2157082
1922891,950675
2195145,950983
2132909,953431
366052,112926
365780,114549
2272239,951152
2120783,952676
1924179,954840
2119245,954840
1915688,957285
2273808,97753
1925461,107460
584508,1088581
2123226,950656
2124049,105155
2208597,108690
2200036,1089605
1932558,1090737
2123117,1090755
2076528,113517
374149,113751
2257749,1895464
2382493,951690
2065565,98845
2215681,108413
2203201,108578
366281,1086252
2111622,1910632
2110859,2048697
2236617,951223
2194035,951690
2070319,954951
2071983,100166
2196422,100683
362997,102439
2095902,108392
2115374,113511
2056658,2008102
2065714,2043399
2127478,1084101
2124812,1092034
2221374,949975
2076153,950663
2204694,951203
2268393,952505
2131085,953259
2200208,955041
600417,97577
1946302,1087568
2380847,1091708
2199357,1867858
2117290,93664
2113093,950661
2071461,96843
2194031,99046
2056404,105813
2132873,107905
361718,956616
2194442,101242
2260560,1086252
2196366,1086901
2204733,115371
2104563,1863086
2230815,109253
2120384,112848
2270460,112848
2209056,114532
2258147,92446
1911152,104874
2202926,1088471
2382079,114156
2127455,102643
2204116,104553
2117234,105863
2272060,108392
2269096,109753
2199273,109764
2218873,114304
2270888,115640
2124654,95001
2269563,951697
2269595,952467
2068625,954032
2230931,110590
2062278,1858055
1920164,1858699
1916892,1866123
1952052,95558
2070685,98390
2107170,98995
2252761,106458
2127042,107148
2053374,1084609
2195062,2015949
2202786,2137893
2117240,953804
2258096,954817
2111144,1086223
2077591,1086973
2110596,951038
2204464,951303
2258650,95918
1952176,99671
2113160,101749
2260244,1086574
2112708,1087810
2382457,2048697
2065615,951974
1917278,114594
361496,115692
2074784,2021658
2119327,101990
2066334,103749
364626,104590
2272057,109996
366392,114211
2215816,950756
2119725,951152
2387608,954601
2056233,1084905
2118802,1090509
2208970,114830
2221584,1163182
2215815,950807
2258063,954817
386076,97125
2094466,99168
2103239,99168
372403,100139
374917,102375
2110168,1086388
2227043,2008646
2111971,93802
2127673,101516
2104738,105471
2392838,1084880
2076794,1086202
2237033,110592
2123227,114346
2257741,1883969
2260545,95918
2127580,97189
2050940,103557
2216864,1090043
2194598,109764
362522,111213
2123576,91421
1943476,92076
285017,93875
2383107,951283
2202703,951395
2198890,1091285
2258208,95992
2087295,96786
373881,97039
2116447,103196
2113621,103495
1915455,1087814
2273925,1088471
2062285,1858053
1924173,954802
2118378,100054
2197682,1088471
2204708,112937
2056958,1722522
2200705,94604
1911100,952044
2117930,100054
284948,1086673
2052285,1086949
1928158,1088912
2382515,1089318
2085927,115351
2070260,95337
2051102,954409
2089719,98665
2121081,105450
2387653,1084165
2204736,110453
2119780,114640
2204789,114940
2063280,115347
2194286,103998
584504,108284
2237302,1091558
2110235,92669
1951907,104851
2066478,105273
2270265,109748
2194241,2137858
2117445,953596
368772,97003
2258686,102547
2068666,105813
2102262,107479
2252520,109950
2101628,114808
2051511,2038151
362206,952502
2077037,953959
2114785,99884
2070570,102289
1911256,102695
2201304,103872
2065127,105697
2127576,2008103
374691,97003
1944989,99884
2127121,100047
2103034,1083195
2194337,1086935
1935319,111416
2114100,1703237
1920536,1726413
2071922,2031060
2116353,92560
600336,94956
2059591,96339
2080647,96843
2132859,97723
2194579,98419
2110397,99881
2127485,103758
2262772,107812
2196682,1086904
2262749,111402
2204742,113898
1922898,1704339
2118137,950870
364606,97779
2052115,98351
2196719,1083148
2120285,114851
2065598,2130404
2069187,94617
2064245,949666
283625,954210
2118709,96022
2197832,98244
2196038,102019
2270662,103188
2093918,104454
2203622,112532
2070107,1864024
2262843,949957
2271113,950835
2116454,953626
2257766,95784
2059590,96339
1914307,99191
2106521,114851
1919609,949091
2062483,950198
2119509,952849
374142,953263
2052020,103512
2215858,106338
2274413,1087372
2065170,1091739
2204497,112390
2050392,948294
2257794,953533
2259767,100058
2203734,105615
2220592,108860
2215938,114473
2196875,94160
2122465,95525
2117931,100054
1951821,1094404
2204855,949620
2131986,954892
2196992,98995
1942067,100054
2068878,102455
2194270,1084381
283477,1088556
2269690,114465
2052898,95706
2199987,95928
2196065,97415
2121381,99694
2112739,99878
2071948,101899
600000,102434
1925932,1088174
2110839,1091945
2258851,92241
2202225,94915
2258519,949341
2270768,951152
2072384,951502
2268569,952464
2082711,952464
2221593,97752
2270099,99596
2270160,100782
2111974,1087150
2269371,108844
2273707,110502
2094761,114640
2071954,1725337
2114044,91838
2111261,1088471
2070104,1864023
2267594,1892969
2070716,954717
367070,101603
2092758,104329
2272404,1089296
365694,109919
2268858,112679
2194832,1163163
2116528,91928
2070469,93226
2258129,953779
2068678,954533
2194120,1086250
1923474,1087053
2194242,2137858
1946791,94236
2092049,951117
2120454,952464
2093816,98758
2200645,2136689
2230381,96906
2120943,1091940
2260095,951101
371523,97445
2200806,100565
2197624,104702
2121250,1084702
2077842,1088892
2070278,93586
2195391,97636
2194300,1084381
2110365,1089978
2271292,109240
363087,948958
2116393,954053
362585,97445
2055787,1087814
2196962,1091808
2269584,111996
366417,956616
600406,96660
2199222,99740
2063301,107837
2101209,110501
2101041,112796
2194595,113719
2132336,114432
2230823,951288
2093535,99059
2257735,99431
2260251,1086574
1942365,114768
2076902,2015009
1941306,952932
599963,97628
2104737,100332
2202820,101774
2063345,106360
2115261,1091940
2104678,105746
2117226,105863
1920564,1726412
2203530,100108
2067512,103874
2114749,1089291
2115263,1091940
373823,115288
2200270,96342
2054186,103958
2095904,108391
2087409,1084702
1915730,1088586
2208083,1091600
2207563,950065
2052253,955196
2269838,95923
379308,103301
2386126,106805
2103033,1083185
2257831,1090384
2104742,1091940
2204501,949731
2112997,950885
2268590,952464
2107268,953368
599966,95948
600366,103420
2056512,103510
2117935,1091940
2076909,2021652
2202702,106805
2113551,1086252
1923643,1091549
2204715,113724
2064237,113765
2053373,2012722
2114057,95206
2260395,100332
1950605,101903
2056489,103510
2124601,1087573
2194764,1088574
2260363,1089591
1919676,1090508
2118794,1091940
2063298,114782
2392765,1952574
2070114,2028210
2196021,99447
2194127,99584
2116372,953993
1923777,97710
2267631,98506
2252894,108454
2131409,1087555
2085366,114586
2194352,2137844
285083,951905
2077235,952689
2118707,99269
369582,99455
2051991,103422
2197673,104393
1951908,104393
2124290,1085942
2127389,112768
2229768,113921
2387679,93282
2082162,953714
2077891,954708
2203643,1086949
2236517,111073
2261323,1163161
2269593,953875
2197883,95462
2107280,104020
2103176,1090066
2063386,113910
2063348,114144
2132293,94487
2089803,954636
2273119,100279
957912,102962
372356,108000
2127755,1087120
362124,111213
2271073,114154
2068671,92209
2054240,93776
2271191,949460
2230458,96906
2090044,98483
1922932,99193
2196790,100408
2126928,108293
2203736,1087208
371993,104210
2194511,1725314
2236028,1953550
2127734,93261
2202065,96006
367540,101558
2120618,102392
2111973,1895475
2053350,2015006
2119371,93861
2273298,951927
1921390,103274
2116323,103507
2052309,1087352
2064289,949392
2117039,950500
2387680,95275
2120457,953003
2273984,97336
2197636,103057
2068755,105273
2227631,106349
375933,958083
365191,95946
2051073,1084197
2269703,2159261
2121848,951242
368753,95811
2069154,1089311
2216061,1092101
2267299,115140
2237290,1162347
1917754,1884010
2086788,94270
1946287,954855
2054438,103495
2274077,106210
2262769,107812
2198919,111569
2112223,113491
1950597,1719496
2236023,1953551
2127769,2008104
2127740,2136688
1917292,2157064
2200563,92438
2116007,952394
2119097,953686
368129,98096
379423,102695
2079933,107399
2107228,1089578
2262409,115143
2262399,92260
2067673,103545
373908,104966
2069433,105963
2111177,1086252
2258638,1087446
2208543,110878
2123541,92247
2119748,951153
2119341,95569
2119575,98122
2131262,104866
2204734,114539
2208929,115574
2271105,1884021
2127579,2008104
1933061,949628
1948321,96291
2117444,98843
2208541,114953
2204428,949618
2202837,97927
2258527,1884024
1944344,92618
1922867,94330
2127148,952219
2273776,97827
2070608,102120
1925719,103820
2093992,105893
2195270,1091350
1925621,113011
2102598,113229
1948504,1723406
2132522,2026642
2114033,951713
373483,104851
2076891,1092034
2126931,110708
2207955,110711
2209075,951546
2070197,954089
2199680,98268
2118288,107366
2087741,1087777
2204743,114470
2240198,2038578
2069703,87984
2074165,948216
2127656,95084
2070117,95271
2203532,953069
2122221,97938
1921394,102713
2069901,103422
2063375,108578
2273169,111129
2204747,114821
2259033,1892278
2085775,106981
2209343,107028
2111240,1084572
1917007,113320
2196427,100569
2087757,103330
2203753,1086259
2267473,1087374
2115850,113751
2071202,1884007
2197638,95444
368079,98758
2218015,100430
2206214,112138
2194642,95030
2196975,952654
2118340,953034
2078631,99855
2258022,1091713
2083553,113558
2200936,1890186
2194472,2147680
2199584,93212
2205402,949226
1944915,96249
1910978,99098
2060500,101774
2118883,104847
370495,105573
2383611,107812
2052136,1086190
2200937,1890186
2203287,2156697
363546,96577
2088913,102082
2102783,105840
2215672,107962
2061802,108174
2117395,2008644
2122349,93095
2060433,102485
367424,105254
1937595,1086191
2201583,1088640
2107063,1726426
2222842,949697
2382530,954353
2082788,105426
2118138,1090081
2199192,1094213
1941844,1895464
2203291,2159343
1937673,948832
2106392,951242
2208623,951608
2054947,95588
584305,1084132
2202732,113891
2055181,114057
2259086,114104
2260046,951037
2270744,958677
363610,99238
2062246,111402
2113845,112193
363785,115781
2196953,96479
2115425,101774
2262920,101842
2120420,102567
368955,105928
363485,106427
2062873,108597
2076472,109059
2124339,113108
2208928,113980
2271222,95873
2113928,97457
2196374,97727
284438,101774
2270672,103562
2119321,104022
2132361,104937
2220011,105643
2203270,108578
2132453,1088551
2209030,113467
2195141,113775
2074862,2038150
2126815,950945
2102906,952357
2203782,952959
2207966,106908
2203969,1087264
2104713,93042
2052948,93421
2068886,94863
2094495,958498
2194295,1087017
2267024,1090081
1940394,1090927
2113048,110501
2124331,113108
2208471,115567
2197943,2044914
2065199,95569
1949323,105691
1919944,106565
2195417,1095190
1919421,115739
2064300,951087
2084793,115645
1943478,92487
2087075,948674
2269951,951798
2087608,95811
2196847,101589
369060,104503
2115780,111096
2204703,115542
2194318,2137893
2082852,954936
2270064,96982
2118386,99949
2272101,103332
1933450,103516
2202776,105097
2122336,108454
2063387,1091418
2121797,115631
2120894,950874
2194092,95623
365245,100237
362202,105104
366565,110242
2121045,1953534
2197895,2137871
2262674,949272
2270684,951713
2115177,952357
2273758,97827
2196138,97902
361487,99515
2118641,101842
2260529,1086949
1926166,109021
2122678,113813
2380552,1704341
2202822,101774
2080651,104061
2385672,115745
2119260,92487
2109968,950258
2215686,98440
2118712,103535
2200944,105568
2084764,113991
2208203,2135950
2208576,951312
2200291,102498
1949755,104119
284404,104148
2104729,104153
2121489,1086847
2055614,1091089
2252593,112953
369602,115263
2132686,1714961
2087115,92903
2070703,954720
2227617,106684
2116034,1084197
365197,113547
2196716,2135950
2268102,95228
2269480,953573
2093464,96204
2272522,1087374
1942057,1091934
364390,113018
375517,114528
1923455,1719496
2194317,2137892
2273905,953481
2199980,100514
2200293,102518
2258764,102750
2052194,1083240
2214405,108868
2196633,2135950
2202150,94176
361486,95687
2200619,99226
2120619,100276
2196150,103539
600206,107293
2075727,1094403
2115773,110556
2208495,110654
2209090,114667
1927226,2012714
2122418,953139
2199560,954930
2127730,98997
375238,99515
2065859,100719
2198681,101851
2071982,103361
2074930,105707
2117692,106707
2200743,950659
2258352,95145
2116376,954001
2056025,101189
2194217,101249
2209223,107427
2101084,113389
2199184,2030621
2269431,953319
2273809,97751
2064946,109089
2269508,1091489
362073,112442
2124333,113108
2209001,113532
2092118,1888801
2113075,1953534
2194331,2137844
600387,953138
2201937,1089315
2269774,110499
1937870,114298
2094446,2144442
2214832,2144558
2264229,91313
370521,107645
2208741,113411
2120507,1872705
2093725,2008250
2208117,951232
2118656,953363
1927586,954536
2072281,954604
2119380,954675
584475,954887
2102789,95677
2132184,98399
2077742,98827
372923,105411
2220058,2012706
2089093,2128534
2203719,958963
2119384,101299
2102930,106647
2195461,107453
1916955,1090518
2115252,100651
2196293,102680
2207994,111429
2262761,115400
2237038,949826
2092312,951083
2269594,952764
2270038,958083
2219690,96719
2252269,100346
369781,101730
2113981,1084689
2089624,1090574
363020,112442
2056324,94726
2204838,950598
2274393,102374
2200896,113438
2087446,93185
2124038,952852
2208210,953839
2274395,958083
2268388,95909
2274361,97163
2269491,1719492
2208209,953839
364999,95596
1919301,97043
2194137,99107
2114724,102326
1943707,103633
363995,104061
2053409,105968
370002,108224
2196104,1083167
2127671,1087115
369743,114736
2258775,92512
2117222,954390
2057118,107347
2259619,108991
2204672,114181
2054224,94688
2201593,948293
2071232,100095
2116324,103507
2066195,1088165
2105324,110335
2063420,1858052
2220590,949957
2257764,953670
1915449,98480
2087761,100720
2053361,1087120
2121960,1094403
2262867,112377
2063328,114144
1941847,1895461
2194060,91619
2055159,91976
2082395,92427
2209009,951593
2262921,953581
2070884,954868
2274382,958083
2089912,99815
2201676,105366
2089677,1085163
2081697,1864036
2068710,93051
2382068,948625
2196187,953152
2120425,96417
2268899,96658
2194532,100719
2274021,102971
1920800,1086925
2110169,88161
2089682,957298
2080958,97848
1942191,106897
2273648,113638
2260521,1884059
2114665,98399
2112624,101232
2116039,101905
2106604,108288
2201043,1084604
2112555,1086252
2258000,1089270
2116326,951763
2065444,97862
2101695,107338
2215827,112803
2200090,948608
376257,1087011
2258004,1089270
2124524,94677
2050942,953920
2270153,958083
1915891,103845
600104,106981
2209222,107407
2079745,107803
2215921,115209
2119349,951757
2055869,98480
2199255,1083185
2252623,1884018
1919664,103275
2092742,103925
374707,108657
1923476,1087053
2208353,114106
2081479,2038575
2274031,91455
2058913,949554
2199836,952318
2050941,99046
584366,100913
1951050,105817
2086733,106136
2215924,115209
1927192,1726436
2194280,2146632
2070688,954632
2118761,96750
584390,100913
2093234,101468
2202774,104709
2203708,1087220
2051219,111225
2196946,2130733
1917314,2157082
369801,95499
1924804,97641
2124836,99583
356399,1086906
2230927,109166
2127407,1092113
370581,110496
2122802,110855
1923758,1859118
2273663,950837
2078168,105823
2194852,1088644
2068219,1333699
2112700,1883975
1944868,1884071
2197944,96157
2380626,105886
2115350,107684
2077693,1087056
367294,1089478
371162,112597
2258857,2141284
2382453,100027
2200292,102526
2082901,104128
2207967,109798
374932,111021
2256812,114403
2053259,2014966
2262727,952653
2272898,96241
2203741,100346
2111151,100673
2114869,108206
2064968,108842
2258844,1091807
2199063,111569
2194355,2136662
2055615,93231
2124295,950688
2122223,97938
2204682,107494
2203507,1087462
2063361,115531
2218100,949957
2198730,952157
2056185,98260
2052434,101414
2127672,101509
2195242,1884079
2194377,2146632
584284,95743
284812,96164
372038,99584
2221586,105560
2218101,108580
2203278,111402
2124538,113463
1940623,92659
2116363,95603
600288,99670
1952290,103082
1912446,1087397
2118916,951261
2236613,110653
2195124,112193
2131506,115692
2088921,1867858
2051189,2012705
1946296,92001
2065239,94420
1950613,951402
2120230,952674
1920308,954053
2055674,958593
2106050,101427
2065410,1090742
2076935,2015007
2203469,949733
368969,101348
366172,107924
2131957,115089
2194391,2136691
2204761,112389
2274151,113751
2269435,1894214
2194340,2136689
2117109,94317
367088,953772
1912594,954252
2273729,99402
2055572,103654
2118719,104700
366116,104829
2208017,106990
2267432,1888795
2092098,949244
2077238,951713
2060463,952852
2196425,98799
2392536,100478
1940756,111487
2110746,113751
2202789,953686
2196279,103947
2267409,106131
2204679,107927
2196679,1087272
2236828,115474
2105817,1910632
2272087,100778
2267464,101212
2205460,107519
2063357,115350
2060496,2157478
2087105,92903
2269443,953573
2106287,99291
2071953,99508
2052013,1086229
1926404,1091279
2127738,2137880
2055578,953155
1911069,104021
2236995,107494
2204670,110653
2072789,114603
2215705,1163489
2119284,951757
2270565,102216
2195157,1090258
2230803,110446
2115564,1953535
2127669,2021658
1950216,952652
1911032,98758
2258523,99700
2051671,100868
2112619,103808
2055053,105073
1923348,106113
1944909,1086217
2072431,110479
2120906,1871387
2387500,954793
2267837,96407
2116306,98025
2383555,103425
2258481,105968
2052376,1087350
2088781,1087404
2101052,112972
1911145,115612
2204458,2038586
2273366,92888
2198731,952159
2203639,96980
2116032,102958
374836,104749
2121663,108026
2117424,1089600
2122850,112254
2131727,112908
2274019,92029
2087088,92852
2267028,952275
2199221,97885
375450,98240
2260461,99545
372049,105536
2070370,1089351
2196188,953152
2119432,96895
2068749,93257
2064696,949244
379338,97758
2127518,104846
2061799,108086
2055120,92208
2268522,954630
362235,99583
2230891,107514
2251815,108021
