item_id_a,item_id_b,candidate_source,tfidf_cosine,rapidfuzz_wratio_name,token_jaccard_name,brand_relation,unit_size_relation,total_size_relation,pack_count_relation,category_token_jaccard,organic_relation,flavor_conflict,form_conflict,veto_reasons,final_score,route,llm_confidence,accept_source
2062791,112813,T3,0.46282460036687056,74.34782608695652,0.4666666666666667,unknown,unknown,unknown,unknown,0.2,match,False,False,,0.3094,route_to_llm,0.9,llm
2273663,950837,T1+T3,0.6076873661309744,87.5,0.4666666666666667,exact,same,same,same,0.16666666666666666,match,False,False,,0.8888,auto_accept,,rules
2122845,115496,T1+T3,0.5093197820759965,85.5,0.3157894736842105,exact,same,same,same,0.17647058823529413,match,False,False,,0.8738,route_to_llm,0.9,llm
2131188,1884053,T3,0.665306888691252,85.5,0.42857142857142855,exact,unknown,unknown,unknown,0.375,match,False,False,,0.6625,auto_accept,,rules
2117155,100569,T3,0.5575915521450657,83.72881355932203,0.4,unknown,same,same,same,0.4166666666666667,match,False,False,,0.5885,route_to_llm,0.9,llm
2117684,115428,T3,0.48217857533110237,85.5,0.5,unknown,unknown,unknown,unknown,0.0,match,False,False,,0.3218,route_to_llm,0.86,llm
2067585,98776,T3,0.46853956647319006,85.5,0.3125,unknown,unknown,unknown,unknown,0.1111111111111111,match,False,False,,0.3257,route_to_llm,0.86,llm
2051905,93582,T3,0.598934682679876,85.5,0.5,unknown,same,same,same,0.2222222222222222,match,False,False,,0.5869,route_to_llm,0.93,llm
2068136,93971,T1+T3,0.6948705457416161,91.99999999999999,0.6363636363636364,exact,same,same,same,0.25,match,False,False,,0.9115,auto_accept,,rules
1945590,87521,T3,0.4560361441599444,85.5,0.3,unknown,same,same,same,0.08333333333333333,match,False,False,,0.5628,route_to_llm,0.9,llm
2109927,107605,T3,0.6488209472136979,84.0983606557377,0.5,unknown,same,same,same,0.2857142857142857,match,False,False,,0.5935,route_to_llm,0.9,llm
2110348,112083,T3,0.6099855339351562,85.5,0.2222222222222222,exact,multipack,multipack,same,0.0,match,False,False,,0.7971,auto_accept,,rules
1913731,109381,T3,0.5894682819973462,76.83823529411764,0.47058823529411764,unknown,same,same,same,0.3,match,False,False,,0.574,route_to_llm,0.93,llm
2070662,2683631,T3,0.4938105214020256,90.0,0.28,unknown,same,same,same,0.2857142857142857,match,False,False,,0.5855,route_to_llm,0.93,llm
1948490,104402,T3,0.4402238155878731,85.5,0.5714285714285714,unknown,same,same,same,0.125,match,False,False,,0.563,route_to_llm,0.86,llm
2060422,952544,T1+T3,0.5239134868237033,95.0,0.6111111111111112,exact,same,same,same,0.0,match,False,False,,0.8839,auto_accept,,rules
1941793,114328,T3,0.45355230936099156,86.58227848101265,0.46153846153846156,unknown,same,same,same,0.21428571428571427,match,False,False,,0.571,route_to_llm,0.93,llm
2053221,105182,T3,0.5384064623347568,85.5,0.6,unknown,off,off,off,0.14285714285714285,match,False,False,,0.2757,route_to_llm,0.9,llm
2120440,94883,T1+T3,0.6753268133766827,91.8954248366013,0.7333333333333333,exact,same,same,same,0.25,match,False,False,,0.909,auto_accept,,rules
1941143,2046875,T3,0.44042958749809297,85.5,0.24,unknown,same,same,same,0.0,match,False,False,,0.5568,route_to_llm,0.9,llm
2082145,1333696,T3,0.44631310147464187,87.46031746031746,0.3333333333333333,unknown,same,same,same,0.14285714285714285,match,False,False,,0.5681,route_to_llm,0.86,llm
1919536,2144561,T3,0.4661069619372455,85.5,0.4117647058823529,unknown,same,same,same,0.25,match,False,False,,0.5723,route_to_llm,0.97,llm
365953,107345,T3,0.5111884882333544,77.98507462686567,0.4375,unknown,same,same,same,0.15384615384615385,match,False,False,,0.5594,route_to_llm,0.9,llm
2385021,952029,T3,0.5082024281605835,75.74324324324324,0.42857142857142855,unknown,same,same,same,0.08333333333333333,match,False,False,,0.5515,route_to_llm,0.86,llm
2267299,115140,T1+T3,0.6315846859807012,87.6923076923077,0.5,exact,same,same,same,0.23076923076923078,match,False,False,,0.8952,auto_accept,,rules
