item_id_a,item_id_b,candidate_source,tfidf_cosine,rapidfuzz_wratio_name,token_jaccard_name,brand_relation,unit_size_relation,total_size_relation,pack_count_relation,category_token_jaccard,organic_relation,flavor_conflict,form_conflict,veto_reasons,final_score,route,llm_confidence,accept_source
2208934,112600,T1+T3,0.7904438119193985,100.0,1.0,exact,same,same,same,0.2,match,False,False,,0.9349,auto_accept,,rules
2067230,94923,T1+T3,0.6953049583390353,95.0,0.8333333333333334,exact,same,same,same,0.6,match,False,False,,0.9344,auto_accept,,rules
2086170,113569,T1+T3,0.786415017823178,95.0,0.8666666666666667,exact,same,same,same,0.375,match,False,False,,0.9341,auto_accept,,rules
2077047,93727,T1+T3,0.7568469216314219,95.0,0.75,exact,same,same,same,0.4444444444444444,match,False,False,,0.934,auto_accept,,rules
2231016,106891,T1+T3,0.776545166515105,93.5678391959799,0.875,exact,same,same,same,0.4444444444444444,match,False,False,,0.9338,auto_accept,,rules
2111121,103847,T1+T3,0.7288194223411869,95.0,0.6,exact,same,same,same,0.5,match,False,False,,0.9335,auto_accept,,rules
2080637,112746,T1+T3,0.7322014410914506,100.0,1.0,exact,same,same,same,0.3076923076923077,match,False,False,,0.9332,auto_accept,,rules
2071697,953202,T1+T3,0.7254451165961682,95.0,0.7272727272727273,exact,same,same,same,0.5,match,False,False,,0.9331,auto_accept,,rules
2053291,97280,T1+T3,0.766314500146816,95.0,0.5714285714285714,exact,same,same,same,0.4,match,False,False,,0.933,auto_accept,,rules
600383,108860,T1+T3,0.7463604052817171,95.0,0.7272727272727273,exact,same,same,same,0.4444444444444444,match,False,False,,0.9328,auto_accept,,rules
1919662,103119,T3,0.7436454058648257,95.0,0.6666666666666666,exact,same,same,same,0.4444444444444444,match,False,False,,0.9325,auto_accept,,rules
374277,115321,T1+T3,0.7519863282294509,95.0,0.8,exact,same,same,same,0.4166666666666667,match,False,False,,0.9321,auto_accept,,rules
2258536,953590,T1+T3,0.7585434748962229,95.0,0.5,exact,same,same,same,0.4,match,False,False,,0.932,auto_accept,,rules
1919669,103111,T3,0.7387402766256836,95.0,0.7272727272727273,exact,same,same,same,0.4444444444444444,match,False,False,,0.9319,auto_accept,,rules
600142,109059,T1+T3,0.8265757611233981,95.0,0.7692307692307693,exact,same,same,same,0.23076923076923078,match,False,False,,0.9317,auto_accept,,rules
1919661,103008,T3,0.7363002948580325,95.0,0.5714285714285714,exact,same,same,same,0.4444444444444444,match,False,False,,0.9316,auto_accept,,rules
1943477,1087568,T1+T3,0.7826356886573675,95.0,0.6666666666666666,exact,same,same,same,0.3333333333333333,match,False,False,,0.9316,auto_accept,,rules
379218,100678,T1+T3,0.7420696790633969,95.0,0.6,exact,same,same,same,0.42857142857142855,match,False,False,,0.9315,auto_accept,,rules
2115832,951152,T1+T3,0.7635645717582065,95.0,0.7,exact,same,same,same,0.375,match,False,False,,0.9314,auto_accept,,rules
2194676,100987,T1+T3,0.7321098397073729,95.0,0.7692307692307693,exact,same,same,same,0.4444444444444444,match,False,False,,0.9311,auto_accept,,rules
1924205,1849174,T1+T3,0.7386686178387747,95.0,0.6666666666666666,exact,same,same,same,0.42857142857142855,match,False,False,,0.9311,auto_accept,,rules
2080636,108398,T1+T3,0.7132918811977106,100.0,1.0,exact,same,same,same,0.3076923076923077,match,False,False,,0.931,auto_accept,,rules
2080373,1088553,T1+T3,0.7565543825217989,95.0,0.5625,exact,same,same,same,0.38461538461538464,match,False,False,,0.931,auto_accept,,rules
2080062,112426,T1+T3,0.7126709887418075,100.0,1.0,exact,same,same,same,0.3076923076923077,match,False,False,,0.9309,auto_accept,,rules
2115164,98032,T1+T3,0.7301191735739797,95.0,0.625,exact,same,same,same,0.4444444444444444,match,False,False,,0.9308,auto_accept,,rules
2113545,1086256,T1+T3,0.7271414461672686,95.0,0.5,exact,same,same,same,0.4444444444444444,match,False,False,,0.9305,auto_accept,,rules
2268972,1090680,T1+T3,0.7034365606615257,95.0,0.6666666666666666,exact,same,same,same,0.5,match,False,False,,0.9304,auto_accept,,rules
2202781,95697,T1+T3,0.7712850624778155,95.0,0.7272727272727273,exact,same,same,same,0.3333333333333333,match,False,False,,0.9302,auto_accept,,rules
2230879,109167,T1+T3,0.6827130881380034,100.0,1.0,exact,same,same,same,0.36363636363636365,match,False,False,,0.9301,auto_accept,,rules
2104808,951502,T1+T3,0.7394926983389924,96.15384615384616,0.8333333333333334,exact,same,same,same,0.36363636363636365,match,False,False,,0.93,auto_accept,,rules
369919,102125,T1+T3,0.8310274117996589,90.0,0.5,exact,same,same,same,0.36363636363636365,match,False,False,,0.9299,auto_accept,,rules
2207562,106386,T1+T3,0.6793657290732922,95.0,0.6666666666666666,exact,same,same,same,0.5454545454545454,match,False,False,,0.9298,auto_accept,,rules
2196957,97126,T1+T3,0.7801500995706916,95.0,0.5,exact,same,same,same,0.3,match,False,False,,0.9296,auto_accept,,rules
2115163,98095,T1+T3,0.7195507123065784,95.0,0.5555555555555556,exact,same,same,same,0.4444444444444444,match,False,False,,0.9296,auto_accept,,rules
2194601,110096,T1+T3,0.7612888284557905,95.95375722543352,0.875,exact,same,same,same,0.3076923076923077,match,False,False,,0.9295,auto_accept,,rules
1946297,92062,T1+T3,0.7651329793928414,95.0,0.6153846153846154,exact,same,same,same,0.3333333333333333,match,False,False,,0.9295,auto_accept,,rules
2068706,954087,T1+T3,0.7590301650629168,95.0,0.5714285714285714,exact,same,same,same,0.3333333333333333,match,False,False,,0.9288,auto_accept,,rules
363544,103824,T1+T3,0.8658316704518251,95.0,0.7777777777777778,exact,same,same,same,0.07692307692307693,match,False,False,,0.9287,auto_accept,,rules
600416,104994,T1+T3,0.8485712304872709,95.0,0.6666666666666666,exact,same,same,same,0.1111111111111111,match,False,False,,0.9284,auto_accept,,rules
600414,97594,T1+T3,0.8482431000548286,95.0,0.5555555555555556,exact,same,same,same,0.1111111111111111,match,False,False,,0.9283,auto_accept,,rules
1938441,949443,T1+T3,0.7122618851822636,93.1,0.6153846153846154,exact,same,same,same,0.5,match,False,False,,0.9281,auto_accept,,rules
1919668,102989,T3,0.7065525539772197,95.0,0.5714285714285714,exact,same,same,same,0.4444444444444444,match,False,False,,0.928,auto_accept,,rules
2065810,103385,T1+T3,0.7527362084875748,95.0,0.7,exact,same,same,same,0.3333333333333333,match,False,False,,0.928,auto_accept,,rules
2252657,113506,T1+T3,0.7059934557150631,95.0,0.7142857142857143,exact,same,same,same,0.4444444444444444,match,False,False,,0.9279,auto_accept,,rules
2064248,949392,T1+T3,0.7498556137116539,96.96969696969697,0.8666666666666667,exact,same,same,same,0.26666666666666666,match,False,False,,0.9279,auto_accept,,rules
374520,104218,T1+T3,0.8451711038444903,85.5,0.375,exact,same,same,same,0.4444444444444444,match,False,False,,0.9275,auto_accept,,rules
2118972,1858707,T3,0.8219714930805467,85.5,0.7,exact,same,same,same,0.5,match,False,False,,0.9275,auto_accept,,rules
2204110,106732,T1+T3,0.6776879097345224,95.0,0.6363636363636364,exact,same,same,same,0.5,match,False,False,,0.9273,auto_accept,,rules
2066236,1726375,T1+T3,0.8092805726515555,100.0,1.0,exact,same,same,same,0.0,match,False,False,,0.9271,auto_accept,,rules
957519,105283,T1+T3,0.7791006305918318,90.0,0.42857142857142855,exact,same,same,same,0.42857142857142855,match,False,False,,0.9269,auto_accept,,rules
1932331,1088557,T1+T3,0.6816457941034507,100.0,1.0,exact,same,same,same,0.3,match,False,False,,0.9268,auto_accept,,rules
2200706,1719498,T1+T3,0.6945067752953419,95.0,0.6,exact,same,same,same,0.4444444444444444,match,False,False,,0.9266,auto_accept,,rules
2271171,956802,T1+T3,0.7056211514097257,95.0,0.6428571428571429,exact,same,same,same,0.4166666666666667,match,False,False,,0.9265,auto_accept,,rules
2126860,115087,T1+T3,0.6927346631217867,95.0,0.6923076923076923,exact,same,same,same,0.4444444444444444,match,False,False,,0.9264,auto_accept,,rules
2127500,103158,T1+T3,0.7698423476890104,85.5,0.45454545454545453,exact,same,same,same,0.6,match,False,False,,0.9263,auto_accept,,rules
362245,115087,T1+T3,0.6893080929875561,95.0,0.6923076923076923,exact,same,same,same,0.4444444444444444,match,False,False,,0.9259,auto_accept,,rules
2260470,92247,T1+T3,0.7810212675645923,95.0,0.6428571428571429,exact,same,same,same,0.2222222222222222,match,False,False,,0.9258,auto_accept,,rules
2063613,106891,T1+T3,0.7656376153297162,91.72413793103448,0.7777777777777778,exact,same,same,same,0.375,match,False,False,,0.9257,auto_accept,,rules
2069174,1089318,T1+T3,0.7874880123100034,95.0,0.6428571428571429,exact,same,same,same,0.2,match,False,False,,0.9255,auto_accept,,rules
1924162,1087550,T1+T3,0.7501965899310937,95.0,0.75,exact,same,same,same,0.2857142857142857,match,False,False,,0.9253,auto_accept,,rules
364902,101091,T1+T3,0.8971497762585466,90.0,0.5,exact,same,same,same,0.1111111111111111,match,False,False,,0.9252,auto_accept,,rules
284352,102884,T1+T3,0.8823451088657659,85.5,0.5833333333333334,exact,same,same,same,0.3076923076923077,match,False,False,,0.9252,auto_accept,,rules
2120928,103423,T1+T3,0.7123561801942239,95.0,0.6470588235294118,exact,same,same,same,0.375,match,False,False,,0.9252,auto_accept,,rules
2068328,94992,T1+T3,0.7282869942314693,95.0,0.45454545454545453,exact,same,same,same,0.3333333333333333,match,False,False,,0.9251,auto_accept,,rules
2204766,958012,T1+T3,0.7539203513371082,95.0,0.6363636363636364,exact,same,same,same,0.2727272727272727,match,False,False,,0.9251,auto_accept,,rules
371788,110391,T1+T3,0.8342777828634762,95.0,0.5714285714285714,exact,same,same,same,0.07142857142857142,match,False,False,,0.9247,auto_accept,,rules
2260548,96673,T1+T3,0.6898784394419945,95.0,0.5882352941176471,exact,same,same,same,0.4166666666666667,match,False,False,,0.9246,auto_accept,,rules
2070374,1703249,T1+T3,0.7105273359352863,95.0,0.5833333333333334,exact,same,same,same,0.36363636363636365,match,False,False,,0.9244,auto_accept,,rules
2194164,103860,T1+T3,0.6870406324138687,95.0,0.6,exact,same,same,same,0.4166666666666667,match,False,False,,0.9243,auto_accept,,rules
370171,1088564,T1+T3,0.8347191568017548,89.18367346938776,0.4375,exact,same,same,same,0.2727272727272727,match,False,False,,0.9243,auto_accept,,rules
2202146,2026629,T1+T3,0.7570029666242526,95.0,0.6666666666666666,exact,same,same,same,0.25,match,False,False,,0.9243,auto_accept,,rules
2117956,101414,T3,0.7215148637327098,95.0,0.6666666666666666,exact,same,same,same,0.3333333333333333,match,False,False,,0.9242,auto_accept,,rules
1932295,1088611,T1+T3,0.6575478883285847,100.0,1.0,exact,same,same,same,0.3,match,False,False,,0.9239,auto_accept,,rules
363114,111264,T1+T3,0.7806784571670705,90.86956521739131,0.5714285714285714,exact,same,same,same,0.3333333333333333,match,False,False,,0.9239,auto_accept,,rules
2196952,951995,T1+T3,0.7188991648573261,95.0,0.8571428571428571,exact,same,same,same,0.3333333333333333,match,False,False,,0.9239,auto_accept,,rules
2077330,105359,T1+T3,0.6995748503769608,95.0,0.6,exact,same,same,same,0.375,match,False,False,,0.9237,auto_accept,,rules
2230875,1090044,T1+T3,0.7416293626288025,95.0,0.7142857142857143,exact,same,same,same,0.2727272727272727,match,False,False,,0.9236,auto_accept,,rules
2114767,1864035,T1+T3,0.7709532319765434,95.0,0.625,exact,same,same,same,0.2,match,False,False,,0.9235,auto_accept,,rules
2258688,101269,T1+T3,0.6791110517916108,95.0,0.5882352941176471,exact,same,same,same,0.4166666666666667,match,False,False,,0.9233,auto_accept,,rules
374816,104659,T1+T3,0.6675019174580109,95.0,0.5714285714285714,exact,same,same,same,0.4444444444444444,match,False,False,,0.9233,auto_accept,,rules
2208066,110592,T1+T3,0.6836511234240771,96.15384615384616,0.8333333333333334,exact,same,same,same,0.36363636363636365,match,False,False,,0.9233,auto_accept,,rules
366378,114447,T3,0.8040454048860123,80.47058823529412,0.4666666666666667,exact,same,same,same,0.6363636363636364,match,False,False,,0.9232,auto_accept,,rules
2196773,1864019,T1+T3,0.7679961115106885,95.0,0.625,exact,same,same,same,0.2,match,False,False,,0.9232,auto_accept,,rules
2260284,102547,T1+T3,0.6764620786468675,95.0,0.5882352941176471,exact,same,same,same,0.4166666666666667,match,False,False,,0.923,auto_accept,,rules
2115269,1091940,T1+T3,0.7248764591021297,95.0,0.6428571428571429,exact,same,same,same,0.3,match,False,False,,0.923,auto_accept,,rules
2257800,1883971,T1+T3,0.6411114636890203,95.0,0.6363636363636364,exact,same,same,same,0.5,match,False,False,,0.9229,auto_accept,,rules
374831,107348,T1+T3,0.6589665619352719,95.0,0.7272727272727273,exact,same,same,same,0.45454545454545453,match,False,False,,0.9228,auto_accept,,rules
2050431,109708,T1+T3,0.6397317932657636,95.0,0.7777777777777778,exact,same,same,same,0.5,match,False,False,,0.9228,auto_accept,,rules
2194820,948566,T1+T3,0.6600732779984759,95.59748427672956,0.875,exact,same,same,same,0.42857142857142855,match,False,False,,0.9227,auto_accept,,rules
2120208,953918,T1+T3,0.7975604525823753,90.0,0.5714285714285714,exact,same,same,same,0.3,match,False,False,,0.9227,auto_accept,,rules
2069269,96718,T1+T3,0.6912373625777146,95.0,0.7142857142857143,exact,same,same,same,0.375,match,False,False,,0.9227,auto_accept,,rules
2067515,93535,T1+T3,0.6693861943836295,95.71428571428572,0.8666666666666667,exact,same,same,same,0.4,match,False,False,,0.9226,auto_accept,,rules
2271158,106902,T3,0.6967684214164261,95.0,0.7142857142857143,exact,same,same,same,0.35714285714285715,match,False,False,,0.9225,auto_accept,,rules
2196956,1091524,T1+T3,0.720726650235204,95.0,0.625,exact,same,same,same,0.3,match,False,False,,0.9225,auto_accept,,rules
2208223,114443,T1+T3,0.5799548151856176,95.0,0.6428571428571429,exact,same,same,same,0.6363636363636364,soft_conflict,False,False,,0.9224,auto_accept,,rules
2258687,103964,T1+T3,0.6706560758216278,95.0,0.5625,exact,same,same,same,0.4166666666666667,match,False,False,,0.9223,auto_accept,,rules
361530,96978,T1+T3,0.819659661472122,85.5,0.5333333333333333,exact,same,same,same,0.4,match,False,False,,0.9223,auto_accept,,rules
2118849,101814,T1+T3,0.6338549455526084,95.0,0.5,exact,same,same,same,0.5,match,False,False,,0.9221,auto_accept,,rules
2115354,107684,T1+T3,0.6975536356169879,89.4927536231884,0.75,exact,same,same,same,0.5454545454545454,match,False,False,,0.9221,auto_accept,,rules
1946299,93020,T1+T3,0.7789513000543066,90.0,0.5555555555555556,exact,same,same,same,0.3333333333333333,match,False,False,,0.9221,auto_accept,,rules
2119002,1872702,T3,0.674906968732153,95.0,0.6666666666666666,exact,same,same,same,0.4,match,False,False,,0.922,auto_accept,,rules
2199749,2009189,T1+T3,0.7235685541713175,90.25,0.5555555555555556,exact,same,same,same,0.45454545454545453,match,False,False,,0.922,auto_accept,,rules
2194068,1087043,T1+T3,0.7710362066598188,96.875,0.8823529411764706,exact,same,same,same,0.1,match,False,False,,0.9219,auto_accept,,rules
2118974,1866136,T1+T3,0.7747010524428916,85.5,0.6666666666666666,exact,same,same,same,0.5,match,False,False,,0.9219,auto_accept,,rules
2200256,2009189,T1+T3,0.7223817167779752,90.25,0.5555555555555556,exact,same,same,same,0.45454545454545453,match,False,False,,0.9219,auto_accept,,rules
2382465,952911,T1+T3,0.727046027024045,95.0,0.625,exact,same,same,same,0.2727272727272727,match,False,False,,0.9219,auto_accept,,rules
2110321,99589,T1+T3,0.7652893546443611,95.0,0.6666666666666666,exact,same,same,same,0.18181818181818182,match,False,False,,0.9219,auto_accept,,rules
2215699,106902,T3,0.666598105566091,95.0,0.625,exact,same,same,same,0.4166666666666667,match,False,False,,0.9218,auto_accept,,rules
369695,114969,T1+T3,0.6536857311027356,95.0,0.6363636363636364,exact,same,same,same,0.4444444444444444,match,False,False,,0.9217,auto_accept,,rules
1932584,98943,T1+T3,0.6999969660133231,95.0,0.5,exact,same,same,same,0.3333333333333333,match,False,False,,0.9217,auto_accept,,rules
600314,114678,T1+T3,0.7625746222827522,95.0,0.6923076923076923,exact,same,same,same,0.18181818181818182,match,False,False,,0.9216,auto_accept,,rules
375871,104393,T1+T3,0.6710530509906134,95.0,0.5333333333333333,exact,same,same,same,0.4,match,False,False,,0.9215,auto_accept,,rules
2118956,950344,T1+T3,0.6742357903650409,89.99999999999999,0.7,exact,same,same,same,0.5714285714285714,match,False,False,,0.9215,auto_accept,,rules
2262368,96586,T1+T3,0.7260932557028101,90.0,0.4666666666666667,exact,same,same,same,0.4444444444444444,match,False,False,,0.9214,auto_accept,,rules
2111277,958118,T3,0.7600372580941764,95.0,0.6666666666666666,exact,same,same,same,0.18181818181818182,match,False,False,,0.9213,auto_accept,,rules
2194388,1086901,T1+T3,0.7727952313254911,96.37305699481865,0.8421052631578947,exact,same,same,same,0.1,match,False,False,,0.9212,auto_accept,,rules
2197744,952911,T1+T3,0.721173004281947,95.0,0.5,exact,same,same,same,0.2727272727272727,match,False,False,,0.9212,auto_accept,,rules
2194273,1086904,T1+T3,0.7789804126587203,95.87628865979381,0.8421052631578947,exact,same,same,same,0.1,match,False,False,,0.9211,auto_accept,,rules
283473,950747,T1+T3,0.677842730122118,95.0,0.6363636363636364,exact,same,same,same,0.375,match,False,False,,0.9211,auto_accept,,rules
1932574,101605,T1+T3,0.7397397721753441,90.10309278350516,0.46153846153846156,exact,same,same,same,0.4,match,False,False,,0.921,auto_accept,,rules
2113114,109780,T1+T3,0.6943249294821141,100.0,1.0,exact,same,same,same,0.15384615384615385,match,False,False,,0.921,auto_accept,,rules
2119268,1849174,T3,0.7668026573856056,85.5,0.6,exact,same,same,same,0.5,match,False,False,,0.9209,auto_accept,,rules
363921,97929,T1+T3,0.7635591611588273,88.41584158415841,0.4,exact,same,same,same,0.4,match,False,False,,0.9208,auto_accept,,rules
2127499,105799,T3,0.7232478663820795,85.5,0.5,exact,same,same,same,0.6,match,False,False,,0.9207,auto_accept,,rules
2208418,113427,T1+T3,0.7475392841288765,95.0,0.7,exact,same,same,same,0.2,match,False,False,,0.9207,auto_accept,,rules
2116047,951905,T3,0.73503352608991,95.0,0.5,exact,same,same,same,0.23076923076923078,match,False,False,,0.9207,auto_accept,,rules
2070280,94042,T1+T3,0.7543002651739571,95.0,0.5555555555555556,exact,same,same,same,0.18181818181818182,match,False,False,,0.9206,auto_accept,,rules
368624,92699,T3,0.8584239178161661,85.5,0.5454545454545454,exact,same,same,same,0.2727272727272727,match,False,False,,0.9205,auto_accept,,rules
2200597,950188,T1+T3,0.7119979642737889,90.47619047619048,0.5454545454545454,exact,same,multipack,multipack,0.4444444444444444,match,False,False,,0.9205,auto_accept,,rules
2111276,958117,T3,0.7369361547024621,95.0,0.6666666666666666,exact,same,same,same,0.2222222222222222,match,False,False,,0.9205,auto_accept,,rules
2116445,98356,T1+T3,0.7258851981317622,90.0,0.45454545454545453,exact,same,same,same,0.42857142857142855,match,False,False,,0.9205,auto_accept,,rules
2267558,106052,T1+T3,0.6201867182188247,95.0,0.8,exact,same,same,same,0.5,match,False,False,,0.9204,auto_accept,,rules
2194390,1086901,T1+T3,0.775864338353213,95.0,0.7619047619047619,exact,same,same,same,0.125,match,False,False,,0.9204,auto_accept,,rules
2068137,94883,T1+T3,0.7241788643695286,95.0,0.8,exact,same,same,same,0.25,match,False,False,,0.9204,auto_accept,,rules
2082695,952449,T1+T3,0.7459975068172635,90.0,0.4166666666666667,exact,same,same,same,0.375,match,False,False,,0.9203,auto_accept,,rules
2258976,1891248,T1+T3,0.701422542084667,95.0,0.8,exact,same,same,same,0.3,match,False,False,,0.9202,auto_accept,,rules
371510,96961,T1+T3,0.8733946396138293,85.5,0.2222222222222222,exact,same,same,same,0.23076923076923078,match,False,False,,0.9202,auto_accept,,rules
2122216,97938,T1+T3,0.770210246659693,89.50413223140495,0.625,exact,same,same,same,0.3333333333333333,match,False,False,,0.9202,auto_accept,,rules
2127125,105716,T1+T3,0.7645589281462069,95.0,0.6875,exact,same,same,same,0.14285714285714285,match,False,False,,0.9199,auto_accept,,rules
2203606,107538,T3,0.723046366651941,90.65359477124183,0.6666666666666666,exact,same,same,same,0.4,match,False,False,,0.9199,auto_accept,,rules
2052663,2137853,T1+T3,0.6854957897046094,95.0,0.6666666666666666,exact,same,same,same,0.3333333333333333,match,False,False,,0.9199,auto_accept,,rules
1943474,92487,T1+T3,0.7600367043176998,90.0,0.6,exact,same,same,same,0.3333333333333333,match,False,False,,0.9199,auto_accept,,rules
2380649,2137852,T1+T3,0.7731595684172082,89.99999999999999,0.6923076923076923,exact,same,same,same,0.3,match,False,False,,0.9198,auto_accept,,rules
2196958,1091524,T1+T3,0.6974742799788228,95.0,0.5,exact,same,same,same,0.3,match,False,False,,0.9197,auto_accept,,rules
2076391,950573,T1+T3,0.6624148816216513,95.0,0.6363636363636364,exact,same,same,same,0.38461538461538464,match,False,False,,0.9197,auto_accept,,rules
1926726,1089222,T1+T3,0.7260375197519884,85.5,0.5384615384615384,exact,same,same,same,0.5714285714285714,match,False,False,,0.9196,auto_accept,,rules
2114976,1091553,T1+T3,0.78338422489612,95.0,0.7142857142857143,exact,same,same,same,0.09090909090909091,match,False,False,,0.9196,auto_accept,,rules
363569,112753,T1+T3,0.6130863038429382,95.0,0.5555555555555556,exact,same,same,same,0.5,match,False,False,,0.9196,auto_accept,,rules
2197671,952446,T1+T3,0.7400237455284674,90.0,0.3333333333333333,exact,same,same,same,0.375,match,False,False,,0.9196,auto_accept,,rules
2258599,953590,T1+T3,0.7379464656244051,95.0,0.6,exact,same,same,same,0.2,match,False,False,,0.9196,auto_accept,,rules
365208,1091077,T1+T3,0.724419073078675,95.0,0.6363636363636364,exact,same,same,same,0.23076923076923078,match,False,False,,0.9195,auto_accept,,rules
2086130,109446,T1+T3,0.7007034272857284,90.64748201438849,0.6666666666666666,exact,same,same,same,0.4444444444444444,match,False,False,,0.9195,auto_accept,,rules
372797,1722455,T1+T3,0.8717263732936885,84.03846153846153,0.5,exact,same,same,same,0.2727272727272727,match,False,False,,0.9195,auto_accept,,rules
283416,957967,T1+T3,0.6989079055890879,95.0,0.6,exact,same,same,same,0.2857142857142857,match,False,False,,0.9192,auto_accept,,rules
1917279,2157072,T1+T3,0.7027722622635095,95.0,0.6,exact,same,same,same,0.2727272727272727,match,False,False,,0.919,auto_accept,,rules
2063364,113775,T1+T3,0.6598685675334006,95.0,0.8461538461538461,exact,same,same,same,0.375,match,False,False,,0.9189,auto_accept,,rules
2077811,1884030,T1+T3,0.7115403671926784,95.0,0.75,exact,same,same,same,0.25,match,False,False,,0.9189,auto_accept,,rules
2132941,2031064,T1+T3,0.6905789159328389,95.0,0.5,exact,same,same,same,0.3,match,False,False,,0.9189,auto_accept,,rules
1946300,92376,T1+T3,0.7518080663073562,90.0,0.5555555555555556,exact,same,same,same,0.3333333333333333,match,False,False,,0.9189,auto_accept,,rules
2195128,108021,T1+T3,0.7724038314111072,85.5,0.46153846153846156,exact,same,same,same,0.4444444444444444,match,False,False,,0.9188,auto_accept,,rules
2274336,95555,T1+T3,0.7458638127329807,95.0,0.5555555555555556,exact,same,same,same,0.16666666666666666,match,False,False,,0.9188,auto_accept,,rules
2074918,958517,T1+T3,0.7221647044917423,95.0,0.75,exact,same,same,same,0.2222222222222222,match,False,False,,0.9188,auto_accept,,rules
2123700,108415,T1+T3,0.700915785496576,95.0,0.9230769230769231,exact,same,same,same,0.2727272727272727,match,False,False,,0.9187,auto_accept,,rules
2208036,115558,T1+T3,0.7002146107274205,95.0,0.5833333333333334,exact,same,same,same,0.2727272727272727,match,False,False,,0.9187,auto_accept,,rules
2104757,1725337,T1+T3,0.7451349120234765,95.0,0.6666666666666666,exact,same,same,same,0.16666666666666666,match,False,False,,0.9187,auto_accept,,rules
2132483,2026631,T1+T3,0.7227401250529073,91.83333333333333,0.5555555555555556,exact,same,same,same,0.3333333333333333,match,False,False,,0.9187,auto_accept,,rules
1915456,98492,T1+T3,0.7381221982290244,95.0,0.7,exact,same,same,same,0.18181818181818182,match,False,False,,0.9187,auto_accept,,rules
2270147,102750,T1+T3,0.7995923801098487,85.5,0.4166666666666667,exact,same,same,same,0.375,match,False,False,,0.9186,auto_accept,,rules
600379,104994,T1+T3,0.8420444200994542,90.0,0.23529411764705882,exact,same,same,same,0.1111111111111111,match,False,False,,0.9186,auto_accept,,rules
2206215,112810,T1+T3,0.6996413446013497,95.0,0.9166666666666666,exact,same,same,same,0.2727272727272727,match,False,False,,0.9186,auto_accept,,rules
